sale_price,on_sale,sku
1920.00,,1303737-010
1920.00,,1303737-011
1920.00,,1303737-012
1920.00,,1303737-013
1920.00,,1303737-014
1920.00,,1303737-015
1920.00,,1309286-005
1916.25,,1204155-011
1916.25,,1204155-012
1916.25,,1204155-014
1916.25,,1204155-015
1912.50,,1151362-010
1912.50,,1151362-011
1912.50,,1151362-012
1912.50,,1151362-013
1912.50,,1151362-014
1912.50,,1159243-005
1912.50,,1241015-010
1912.50,,1241015-011
1912.50,,1241015-012
1912.50,,1241015-013
1912.50,,1241015-014
1912.50,,1241015-015
1912.50,,1297668-010
1912.50,,1297668-011
1912.50,,1297668-012
1912.50,,1297668-013
1912.50,,1298027-011
1912.50,,1298027-012
1912.50,,1298027-013
1912.50,,1298027-014
1912.50,,1298027-015
1912.50,,1298030-011
1912.50,,1298030-012
1912.50,,1298030-013
1912.50,,1298030-014
1912.50,,1326015-005
1912.50,,1326016-005
1908.75,,1287581-010
1908.75,,1287581-011
1908.75,,1287581-012
1908.75,,1287581-013
1908.75,,1287581-014
1908.75,,1287581-015
1908.75,,1289565-005
1908.75,,1321609-005
1908.75,,1321610-005
1905.00,,1170066-093
1905.00,,1170066-094
1905.00,,1170066-095
1905.00,,1170066-096
1905.00,,1170066-097
1905.00,,1170066-098
1905.00,,1170066-099
1905.00,,1170066-100
1905.00,,1170066-101
1905.00,,1170066-103
1905.00,,1170066-105
1897.50,,1102531-005
1897.50,,1182288-010
1897.50,,1182288-011
1897.50,,1182288-012
1897.50,,1182288-013
1897.50,,1182288-014
1897.50,,1182288-015
1897.50,,1235019-005
1897.50,,1287339-010
1897.50,,1287339-011
1897.50,,1287339-012
1897.50,,1287339-013
1897.50,,1287339-014
1897.50,,1287339-015
1897.50,,1319725-666
1893.00,,1299211-010
1893.00,,1299211-011
1893.00,,1299211-012
1893.00,,1299211-013
1890.00,,1276181-010
1890.00,,1276181-011
1890.00,,1276181-012
1890.00,,1276181-013
1890.00,,1276181-014
1890.00,,1276181-015
1890.00,,1276181-016
1886.25,,1241283-005
1886.25,,1241285-005
1886.25,,1241286-005
1886.25,,1241287-005
1882.50,,1105848-005
1882.50,,1243890-005
1875.00,,1104801-009
1875.00,,1104801-010
1875.00,,1104801-011
1875.00,,1104801-013
1875.00,,1104801-014
1875.00,,1104801-015
1875.00,,1155014-009
1875.00,,1155014-010
1875.00,,1155014-011
1875.00,,1155014-012
1875.00,,1155014-013
1875.00,,1155014-014
1875.00,,1155014-015
1875.00,,1155021-009
1875.00,,1155021-010
1875.00,,1155021-011
1875.00,,1155021-012
1875.00,,1155021-013
1875.00,,1155021-014
1875.00,,1155021-015
1875.00,,1155033-009
1875.00,,1155033-010
1875.00,,1155033-011
1875.00,,1155033-012
1875.00,,1155033-013
1875.00,,1157114-005
1875.00,,1179206-005
1875.00,,1183546-011
1875.00,,1183546-012
1875.00,,1183546-013
1875.00,,1183546-014
1875.00,,1183546-015
1875.00,,1202934-010
1875.00,,1202934-011
1875.00,,1202934-012
1875.00,,1202934-013
1875.00,,1202934-014
1875.00,,1202934-015
1875.00,,1202940-010
1875.00,,1202940-011
1875.00,,1202940-012
1875.00,,1202940-013
1875.00,,1202940-014
1875.00,,1202940-015
1875.00,,1204541-005
1875.00,,1207256-005
1875.00,,1216503-654
1875.00,,1216503-658
1875.00,,1227852-005
1875.00,,1237429-005
1875.00,,1256825-005
1875.00,,1275291-010
1875.00,,1275291-011
1875.00,,1275291-012
1875.00,,1275291-013
1875.00,,1275291-014
1875.00,,1275291-015
1875.00,,1275291-016
1875.00,,1275456-005
1875.00,,1284718-005
1875.00,,1284719-005
1875.00,,1286485-005
1875.00,,1300277-005
1875.00,,1303218-011
1875.00,,1303218-012
1875.00,,1303218-013
1875.00,,1303218-014
1875.00,,1303218-015
1871.25,,1303299-011
1871.25,,1303299-012
1871.25,,1303299-013
1871.25,,1303299-014
1867.50,,1110336-011
1867.50,,1110336-012
1867.50,,1110336-013
1867.50,,1110336-014
1867.50,,1110336-015
1867.50,,1133229-005
1867.50,,1259164-005
1867.50,,1282655-009
1867.50,,1282655-010
1867.50,,1282655-011
1867.50,,1282655-012
1867.50,,1282655-013
1867.50,,1282655-014
1867.50,,1282655-015
1867.50,,1289711-010
1867.50,,1289711-011
1867.50,,1289711-012
1867.50,,1289711-013
1867.50,,1289711-014
1867.50,,1289711-015
1867.50,,1292354-009
1867.50,,1292354-010
1867.50,,1292354-011
1867.50,,1292354-012
1867.50,,1292354-013
1867.50,,1292354-014
1867.50,,1292354-015
1867.50,,1298038-011
1867.50,,1298038-012
1867.50,,1298038-013
1867.50,,1298038-014
1867.50,,1298038-015
1863.75,,1171845-010
1863.75,,1171845-011
1863.75,,1171845-012
1863.75,,1171845-013
1863.75,,1293013-010
1863.75,,1293013-011
1863.75,,1293013-012
1863.75,,1293013-013
1863.75,,1293013-014
1863.75,,1293013-015
1860.00,,1187699-005
1860.00,,1286434-005
1857.00,,1201222-011
1857.00,,1201222-012
1857.00,,1201222-013
1857.00,,1201222-014
1857.00,,1201222-015
1857.00,,1201222-016
1856.25,,1286492-005
1856.25,,1287304-010
1856.25,,1287304-011
1856.25,,1287304-012
1856.25,,1287304-013
1852.50,,1100930-005
1852.50,,1104682-005
1852.50,,1236938-005
1852.50,,1312469-011
1852.50,,1312469-012
1852.50,,1312469-013
1852.50,,1312469-014
1852.50,,1312469-015
1852.50,,1312469-016
1852.50,,1312484-010
1852.50,,1312484-011
1852.50,,1312484-012
1852.50,,1312484-013
1852.50,,1312484-014
1852.50,,1312484-015
1848.75,,1206754-005
1848.75,,1206755-005
1848.75,,1206756-005
1848.75,,1256421-005
1848.75,,1256422-005
1845.00,,1263731-011
1845.00,,1263731-012
1845.00,,1263731-013
1845.00,,1263731-014
1845.00,,1281805-011
1845.00,,1281805-012
1845.00,,1281805-013
1845.00,,1281805-014
1845.00,,1281805-015
1845.00,,1283399-010
1845.00,,1283399-011
1845.00,,1283399-012
1845.00,,1283399-013
1845.00,,1283399-014
1845.00,,1283399-015
1845.00,,1283399-016
1845.00,,1296813-666
1845.00,,1296813-670
1845.00,,1316615-005
1837.50,,1009778-010
1837.50,,1009778-011
1837.50,,1009778-012
1837.50,,1009778-013
1837.50,,1009778-014
1837.50,,1009778-015
1837.50,,1009778-016
1837.50,,1009778-017
1837.50,,1044665-005
1837.50,,1207986-011
1837.50,,1207986-012
1837.50,,1207986-014
1837.50,,1241781-005
1837.50,,1261859-009
1837.50,,1261859-010
1837.50,,1261859-011
1837.50,,1261859-012
1837.50,,1261859-013
1837.50,,1261859-014
1837.50,,1261859-015
1837.50,,1275280-010
1837.50,,1275280-011
1837.50,,1275280-012
1837.50,,1275280-013
1837.50,,1275280-014
1837.50,,1275280-015
1837.50,,1275280-016
1837.50,,1283307-009
1837.50,,1283307-010
1837.50,,1283307-011
1837.50,,1283307-012
1837.50,,1283307-013
1837.50,,1283307-014
1830.00,,1228145-2896
1830.00,,1228145-2897
1822.50,,1258986-005
1818.75,,1265744-005
1818.75,,1302874-010
1818.75,,1302874-011
1818.75,,1302874-012
1818.75,,1302874-013
1818.75,,1318083-005
1818.75,,1330176-005
1815.00,,1105850-005
1815.00,,1163254-005
1815.00,,1290267-005
1815.00,,1316607-005
1811.25,,1283279-009
1811.25,,1283279-010
1811.25,,1283279-011
1811.25,,1283279-012
1811.25,,1283279-013
1811.25,,1283279-014
1811.25,,1283279-015
1811.25,,1309129-011
1811.25,,1309129-012
1811.25,,1309129-013
1811.25,,1309129-014
1811.25,,1309129-015
1811.25,,1309129-016
1809.00,,1234064-012
1809.00,,1234064-013
1809.00,,1234064-014
1809.00,,1234064-015
1809.00,,1234064-016
1809.00,,1256919-011
1809.00,,1256919-013
1809.00,,1256919-015
1807.50,,1221130-009
1807.50,,1221130-010
1807.50,,1221130-011
1807.50,,1221130-012
1807.50,,1221130-013
1807.50,,1221130-014
1807.50,,1221130-015
1807.50,,1238009-005
1807.50,,1242574-010
1807.50,,1242574-011
1807.50,,1242574-012
1807.50,,1242574-013
1807.50,,1242574-014
1807.50,,1242574-015
1807.50,,1277425-009
1807.50,,1277425-010
1807.50,,1277425-011
1807.50,,1277425-012
1807.50,,1277425-013
1807.50,,1277425-014
1807.50,,1277425-015
1807.50,,1283265-005
1803.75,,1286486-005
1800.00,,1104797-009
1800.00,,1104797-010
1800.00,,1104797-011
1800.00,,1104797-012
1800.00,,1104797-013
1800.00,,1104797-014
1800.00,,1104797-015
1800.00,,1108970-005
1800.00,,1155016-009
1800.00,,1155016-010
1800.00,,1155016-011
1800.00,,1155016-012
1800.00,,1155016-013
1800.00,,1155016-014
1800.00,,1155016-015
1800.00,,1159247-005
1800.00,,1185961-009
1800.00,,1185961-010
1800.00,,1185961-011
1800.00,,1185961-012
1800.00,,1185961-013
1800.00,,1185961-014
1800.00,,1185961-015
1800.00,,1197996-005
1800.00,,1197997-005
1800.00,,1202932-011
1800.00,,1202932-012
1800.00,,1202932-013
1800.00,,1202932-014
1800.00,,1202932-015
1800.00,,1202976-010
1800.00,,1202976-011
1800.00,,1202976-012
1800.00,,1202976-013
1800.00,,1202976-014
1800.00,,1202976-015
1800.00,,1215087-666
1800.00,,1221139-010
1800.00,,1221139-011
1800.00,,1221139-012
1800.00,,1221139-013
1800.00,,1221139-014
1800.00,,1221139-015
1800.00,,1240815-010
1800.00,,1240815-011
1800.00,,1240815-012
1800.00,,1240815-013
1800.00,,1240815-014
1800.00,,1255063-009
1800.00,,1255063-010
1800.00,,1255063-011
1800.00,,1255063-012
1800.00,,1255063-013
1800.00,,1255353-010
1800.00,,1255353-011
1800.00,,1255353-012
1800.00,,1255353-013
1800.00,,1255353-014
1800.00,,1255353-015
1800.00,,1255353-016
1800.00,,1255362-011
1800.00,,1255391-009
1800.00,,1255391-010
1800.00,,1255391-011
1800.00,,1255391-012
1800.00,,1255391-013
1800.00,,1255391-014
1800.00,,1255393-009
1800.00,,1255393-010
1800.00,,1255393-011
1800.00,,1255393-012
1800.00,,1255393-013
1800.00,,1275588-005
1800.00,,1284918-009
1800.00,,1284918-010
1800.00,,1284918-011
1800.00,,1284918-012
1800.00,,1284918-013
1800.00,,1284918-014
1800.00,,1284918-015
1800.00,,1297383-005
1800.00,,1300305-005
1800.00,,1300314-2819
1800.00,,1302629-009
1800.00,,1302629-010
1800.00,,1302629-011
1800.00,,1302629-012
1800.00,,1302629-013
1800.00,,1302629-014
1800.00,,1302629-015
1800.00,,1309557-005
1800.00,,1323434-666
1797.75,,1241464-010
1797.75,,1241464-011
1797.75,,1241464-012
1797.75,,1241464-013
1797.75,,1241464-014
1796.25,,1259730-010
1796.25,,1259730-011
1796.25,,1259730-012
1796.25,,1259730-013
1796.25,,1259730-014
1796.25,,1259730-015
1796.25,,1295661-010
1796.25,,1295661-011
1796.25,,1295661-012
1796.25,,1295661-013
1796.25,,1295661-014
1796.25,,1295671-010
1796.25,,1295671-011
1796.25,,1295671-012
1796.25,,1295671-013
1796.25,,1295671-014
1794.00,,1201872-009
1794.00,,1201872-010
1794.00,,1201872-011
1794.00,,1201872-012
1794.00,,1201872-013
1792.50,,1134089-005
1792.50,,1179280-2819
1792.50,,1179280-2822
1792.50,,1214572-005
1792.50,,1237444-024
1792.50,,1237444-160
1792.50,,1251849-011
1792.50,,1251849-012
1792.50,,1251849-013
1792.50,,1251849-014
1792.50,,1251849-015
1792.50,,1277738-022
1792.50,,1277738-024
1792.50,,1277738-025
1792.50,,1281865-010
1792.50,,1281865-011
1792.50,,1281865-012
1792.50,,1281865-013
1792.50,,1281865-014
1792.50,,1281865-015
1792.50,,1312449-010
1792.50,,1312449-011
1792.50,,1312449-012
1792.50,,1312449-013
1792.50,,1312449-014
1792.50,,1312449-015
1792.50,,1312449-016
1788.75,,1287340-010
1788.75,,1287340-011
1788.75,,1287340-012
1788.75,,1287340-013
1788.75,,1287340-014
1788.75,,1287340-015
1788.75,,1287342-010
1788.75,,1287342-011
1788.75,,1287342-012
1788.75,,1287342-013
1788.75,,1287342-014
1788.75,,1287342-015
1785.00,,1238796-005
1785.00,,1240253-011
1785.00,,1240253-012
1785.00,,1240253-013
1785.00,,1240253-014
1785.00,,1264830-010
1785.00,,1264830-011
1785.00,,1264830-012
1785.00,,1264830-013
1785.00,,1264830-014
1785.00,,1264830-015
1785.00,,1275761-010
1785.00,,1275761-011
1785.00,,1275761-012
1785.00,,1275761-013
1785.00,,1275761-014
1785.00,,1275761-015
1781.25,,1291043-005
1781.25,,1292095-010
1781.25,,1292095-011
1781.25,,1292095-012
1781.25,,1292095-013
1781.25,,1292095-014
1781.25,,1292095-015
1781.25,,1292095-016
1781.25,,1292095-017
1781.25,,1292110-011
1781.25,,1292110-012
1781.25,,1292110-013
1781.25,,1292110-014
1781.25,,1292110-015
1781.25,,1292110-016
1781.25,,1318005-005
1781.25,,1318011-005
1781.25,,1321604-654
1781.25,,1321604-658
1777.50,,1151350-010
1777.50,,1151350-011
1777.50,,1151350-012
1777.50,,1151350-013
1777.50,,1151350-014
1777.50,,1151350-015
1777.50,,1169084-005
1777.50,,1197365-010
1777.50,,1197365-011
1777.50,,1197365-012
1777.50,,1197365-013
1777.50,,1197365-014
1777.50,,1206462-010
1777.50,,1206462-011
1777.50,,1206462-012
1777.50,,1206462-013
1777.50,,1206462-014
1777.50,,1206462-015
1777.50,,1206769-005
1777.50,,1241245-005
1777.50,,1241246-005
1777.50,,1241247-005
1777.50,,1255545-005
1777.50,,1256392-005
1777.50,,1256394-005
1777.50,,1256397-005
1777.50,,1256432-005
1777.50,,1256433-005
1777.50,,1256434-005
1777.50,,1263724-011
1777.50,,1263724-012
1777.50,,1263724-013
1777.50,,1263724-014
1777.50,,1263726-011
1777.50,,1263726-012
1777.50,,1263726-013
1777.50,,1263726-014
1777.50,,1263726-015
1777.50,,1265051-010
1777.50,,1265051-011
1777.50,,1265051-012
1777.50,,1265051-013
1777.50,,1265051-014
1777.50,,1265051-015
1777.50,,1281802-011
1777.50,,1281802-012
1777.50,,1281802-013
1777.50,,1281802-014
1777.50,,1281802-015
1777.50,,1284959-005
1777.50,,1285278-005
1777.50,,1285960-005
1777.50,,1285965-005
1777.50,,1285966-005
1777.50,,1285975-005
1777.50,,1285994-005
1777.50,,1298051-011
1777.50,,1298051-012
1777.50,,1298051-013
1777.50,,1298051-014
1777.50,,1298051-015
1777.50,,1301269-009
1777.50,,1301269-010
1777.50,,1301269-011
1777.50,,1301269-012
1777.50,,1301269-013
1777.50,,1301269-014
1777.50,,1301300-010
1777.50,,1301300-011
1777.50,,1301300-012
1777.50,,1301300-013
1777.50,,1301300-014
1777.50,,1302434-005
1777.50,,1303739-010
1777.50,,1303739-011
1777.50,,1303739-012
1777.50,,1303739-013
1777.50,,1303739-014
1777.50,,1303739-015
1777.50,,1304577-005
1777.50,,1304578-005
1777.50,,1304579-005
1777.50,,1304580-005
1777.50,,1304607-005
1777.50,,1304608-005
1777.50,,1304609-005
1777.50,,1304610-005
1770.00,,1180904-666
1770.00,,1180904-670
1770.00,,1207436-005
1770.00,,1277436-009
1770.00,,1277436-010
1770.00,,1277436-011
1770.00,,1277436-012
1770.00,,1277436-013
1770.00,,1277436-014
1770.00,,1277436-015
1770.00,,1297332-005
1770.00,,1297333-005
1762.50,,1116298-010
1762.50,,1116298-011
1762.50,,1116298-012
1762.50,,1116298-013
1762.50,,1116298-014
1762.50,,1116298-015
1762.50,,1116298-016
1762.50,,1169064-005
1762.50,,1169065-005
1762.50,,1182289-010
1762.50,,1182289-011
1762.50,,1182289-012
1762.50,,1182289-013
1762.50,,1182289-014
1762.50,,1182289-015
1762.50,,1184557-005
1762.50,,1185244-005
1762.50,,1203653-005
1762.50,,1256090-009
1762.50,,1256090-010
1762.50,,1256090-011
1762.50,,1256090-012
1762.50,,1256090-013
1762.50,,1256090-014
1762.50,,1256090-015
1762.50,,1256090-016
1762.50,,1292712-305
1762.50,,1292712-311
1762.50,,1319549-009
1762.50,,1319549-010
1762.50,,1319549-011
1762.50,,1319549-012
1762.50,,1319549-013
1755.00,,1110328-011
1755.00,,1110328-012
1755.00,,1110328-013
1755.00,,1110328-014
1755.00,,1110328-015
1755.00,,1110329-011
1755.00,,1110329-012
1755.00,,1110329-013
1755.00,,1110329-014
1755.00,,1110329-015
1755.00,,1155144-557
1755.00,,1155144-560
1755.00,,1177869-666
1755.00,,1177869-670
1755.00,,1182403-005
1755.00,,1286498-666
1755.00,,1286498-670
1755.00,,1312456-010
1755.00,,1312456-011
1755.00,,1312456-012
1755.00,,1312456-013
1755.00,,1312456-014
1755.00,,1312456-015
1755.00,,1312456-016
1751.25,,1207432-005
1751.25,,1236922-005
1747.50,,1238724-005
1747.50,,1285505-005
1747.50,,1291877-010
1747.50,,1291877-011
1747.50,,1291877-012
1747.50,,1291877-013
1743.75,,1152328-009
1743.75,,1152328-010
1743.75,,1152328-011
1743.75,,1152328-012
1743.75,,1152328-013
1743.75,,1152328-014
1743.75,,1152328-015
1743.75,,1152328-016
1743.75,,1285982-005
1743.75,,1285983-005
1743.75,,1285984-005
1743.75,,1285985-005
1743.75,,1306531-010
1743.75,,1306531-011
1743.75,,1306531-012
1743.75,,1306531-013
1743.75,,1306531-014
1743.75,,1306531-015
1743.75,,1306531-016
1743.75,,1309299-005
1740.00,,1219191-010
1740.00,,1219191-011
1740.00,,1219191-012
1740.00,,1219191-013
1740.00,,1219191-014
1740.00,,1219191-015
1740.00,,1219191-016
1740.00,,1242566-009
1740.00,,1242566-010
1740.00,,1242566-011
1740.00,,1242566-012
1740.00,,1242566-013
1740.00,,1242566-014
1740.00,,1242566-015
1740.00,,1254986-662
1740.00,,1254986-666
1740.00,,1254986-670
1740.00,,1254987-662
1740.00,,1254987-666
1740.00,,1254987-670
1740.00,,1286652-009
1740.00,,1286652-010
1740.00,,1286652-011
1740.00,,1286652-012
1740.00,,1286652-013
1740.00,,1286652-014
1740.00,,1286652-015
1732.50,,1110321-011
1732.50,,1110321-012
1732.50,,1110321-013
1732.50,,1110321-014
1728.75,,1179313-005
1728.75,,1283575-005
1725.00,,1104788-009
1725.00,,1104788-010
1725.00,,1104788-011
1725.00,,1104788-012
1725.00,,1104788-013
1725.00,,1104788-014
1725.00,,1104788-015
1725.00,,1183544-011
1725.00,,1183544-012
1725.00,,1183544-013
1725.00,,1183544-014
1725.00,,1183544-015
1725.00,,1183552-009
1725.00,,1183552-010
1725.00,,1183552-011
1725.00,,1183552-012
1725.00,,1183552-013
1725.00,,1183552-014
1725.00,,1183552-015
1725.00,,1183561-009
1725.00,,1183561-010
1725.00,,1183561-011
1725.00,,1183561-012
1725.00,,1183561-013
1725.00,,1183561-014
1725.00,,1202944-009
1725.00,,1202944-010
1725.00,,1202944-011
1725.00,,1202944-012
1725.00,,1202944-013
1725.00,,1202944-014
1725.00,,1202944-015
1725.00,,1202975-009
1725.00,,1202975-010
1725.00,,1202975-011
1725.00,,1202975-012
1725.00,,1202975-013
1725.00,,1202975-014
1725.00,,1202975-015
1725.00,,1227848-005
1725.00,,1227850-005
1725.00,,1241761-005
1725.00,,1259997-005
1725.00,,1260029-005
1725.00,,1260031-005
1725.00,,1265269-005
1725.00,,1284708-005
1725.00,,1293921-005
1725.00,,1300262-005
1725.00,,1303202-009
1725.00,,1303202-010
1725.00,,1303202-011
1725.00,,1303202-012
1725.00,,1303202-013
1725.00,,1303202-014
1725.00,,1322644-005
1721.25,,895361-010
1721.25,,895361-011
1721.25,,895361-012
1721.25,,895361-013
1721.25,,895361-014
1717.50,,1180511-005
1717.50,,1180512-005
1717.50,,1211888-666
1717.50,,1211888-670
1717.50,,1242239-005
1717.50,,1251843-009
1717.50,,1251843-010
1717.50,,1251843-011
1717.50,,1251843-012
1717.50,,1251843-013
1717.50,,1251843-014
1717.50,,1251843-015
1717.50,,1251843-016
1717.50,,1255459-305
1717.50,,1256850-005
1717.50,,1301303-010
1717.50,,1301303-011
1717.50,,1301303-012
1717.50,,1301303-013
1717.50,,1301303-014
1717.50,,1301303-015
1717.50,,1301304-010
1717.50,,1301304-011
1717.50,,1301304-012
1717.50,,1301304-013
1717.50,,1301304-014
1717.50,,1303700-005
1717.50,,1303701-005
1716.00,,1239043-010
1716.00,,1239043-011
1716.00,,1239043-012
1716.00,,1239043-013
1716.00,,1239043-014
1716.00,,1239043-015
1710.00,,1180552-011
1710.00,,1180552-012
1710.00,,1180552-013
1710.00,,1180552-014
1710.00,,1180552-015
1710.00,,1280692-005
1710.00,,1298025-011
1710.00,,1298025-012
1710.00,,1298025-013
1710.00,,1298025-014
1710.00,,1303821-005
1707.75,,1254579-010
1707.75,,1254579-011
1707.75,,1254579-012
1707.75,,1254579-013
1707.75,,1254579-014
1707.75,,1254579-015
1706.25,,1240159-010
1706.25,,1240159-011
1706.25,,1240159-012
1706.25,,1240159-013
1706.25,,1240159-014
1706.25,,1240159-015
1706.25,,1304591-005
1706.25,,1304592-005
1706.25,,1307099-010
1706.25,,1307099-011
1706.25,,1307099-012
1706.25,,1307099-013
1706.25,,1307099-014
1706.25,,1307099-015
1702.50,,1219185-009
1702.50,,1219185-010
1702.50,,1219185-011
1702.50,,1219185-012
1702.50,,1219185-013
1702.50,,1219185-014
1702.50,,1219185-015
1702.50,,1242583-010
1702.50,,1242583-011
1702.50,,1242583-012
1702.50,,1242583-013
1702.50,,1242583-014
1702.50,,1242583-015
1702.50,,1256646-011
1702.50,,1256646-012
1702.50,,1256646-013
1702.50,,1256646-014
1702.50,,1304117-010
1702.50,,1304117-011
1702.50,,1304117-012
1702.50,,1304117-013
1702.50,,1304117-014
1702.50,,1304582-005
1702.50,,1304583-005
1698.75,,1169645-010
1698.75,,1169645-011
1698.75,,1169645-012
1698.75,,1169645-013
1698.75,,1169645-014
1698.75,,1169645-015
1695.00,,1169062-005
1695.00,,1169063-005
1695.00,,1185310-005
1695.00,,1303771-010
1695.00,,1303771-011
1695.00,,1303771-012
1695.00,,1303771-013
1695.00,,1303771-014
1691.25,,1284458-011
1691.25,,1284458-012
1691.25,,1284458-013
1691.25,,1284458-014
1691.25,,1284459-011
1691.25,,1284459-012
1691.25,,1284459-013
1691.25,,1284459-014
1687.50,,1061972-009
1687.50,,1061972-010
1687.50,,1061972-011
1687.50,,1061972-012
1687.50,,1061972-013
1687.50,,1061972-014
1687.50,,1061972-015
1687.50,,1116985-010
1687.50,,1116985-011
1687.50,,1116985-012
1687.50,,1116985-013
1687.50,,1116985-014
1687.50,,1116985-015
1687.50,,1116985-016
1687.50,,1164078-005
1687.50,,1174850-010
1687.50,,1174850-011
1687.50,,1174850-012
1687.50,,1174850-013
1687.50,,1174850-014
1687.50,,1174850-015
1687.50,,1201849-009
1687.50,,1201849-010
1687.50,,1201849-011
1687.50,,1201849-012
1687.50,,1201849-013
1687.50,,1201849-014
1687.50,,1213128-005
1687.50,,1218764-005
1687.50,,1237358-557
1687.50,,1237358-560
1687.50,,1237361-005
1687.50,,1262308-005
1687.50,,1262309-005
1687.50,,1275287-010
1687.50,,1275287-011
1687.50,,1275287-012
1687.50,,1275287-013
1687.50,,1275287-014
1687.50,,1281718-091
1687.50,,1281718-093
1687.50,,1281718-094
1687.50,,1281718-095
1687.50,,1281718-096
1687.50,,1281718-097
1687.50,,1281718-098
1687.50,,1281718-099
1687.50,,1281718-100
1687.50,,1281718-101
1687.50,,1281718-102
1687.50,,1281718-103
1687.50,,1281718-104
1687.50,,1281718-105
1687.50,,1281727-093
1687.50,,1281727-095
1687.50,,1281727-096
1687.50,,1281727-097
1687.50,,1281727-098
1687.50,,1281727-099
1687.50,,1281727-100
1687.50,,1281727-101
1687.50,,1281727-102
1687.50,,1281727-103
1687.50,,1281727-105
1687.50,,1288738-005
1687.50,,1295691-010
1687.50,,1295691-011
1687.50,,1295691-012
1687.50,,1295691-013
1687.50,,1295691-014
1687.50,,1295691-015
1687.50,,1295691-016
1687.50,,1299942-005
1687.50,,1299943-005
1687.50,,1299953-2820
1687.50,,1317181-005
1687.50,,1318087-005
1683.75,,1313023-005
1683.75,,1313042-005
1683.00,,1114362-011
1683.00,,1114362-012
1683.00,,1114362-013
1683.00,,1114362-014
1683.00,,1114362-015
1680.00,,1166209-010
1680.00,,1166209-011
1680.00,,1166209-012
1680.00,,1166209-013
1680.00,,1166209-014
1676.25,,1225271-005
1676.25,,1225272-005
1672.50,,1218089-005
1672.50,,1247073-005
1672.50,,1283485-005
1672.50,,1283492-005
1672.50,,1306982-010
1672.50,,1306982-011
1672.50,,1306982-012
1672.50,,1306982-013
1672.50,,1306982-014
1672.50,,1306982-015
1672.50,,1306982-016
1672.50,,1306982-017
1672.50,,1309127-010
1672.50,,1309127-011
1672.50,,1309127-012
1672.50,,1309127-013
1672.50,,1309127-014
1672.50,,1309127-015
1672.50,,1309127-016
1668.75,,1207369-009
1668.75,,1207369-010
1668.75,,1207369-011
1668.75,,1207369-012
1668.75,,1207369-013
1668.75,,1207369-014
1668.75,,1207369-015
1668.75,,1219182-009
1668.75,,1219182-010
1668.75,,1219182-011
1668.75,,1219182-012
1668.75,,1219182-013
1668.75,,1219182-014
1668.75,,1219182-015
1668.75,,1285521-005
1668.75,,1285522-005
1668.75,,1285523-005
1665.00,,1101262-010
1665.00,,1101262-011
1665.00,,1101262-012
1665.00,,1101262-013
1665.00,,1101262-014
1665.00,,1101262-015
1665.00,,1101262-016
1665.00,,1287254-010
1665.00,,1287254-011
1665.00,,1287254-012
1665.00,,1287254-013
1665.00,,1287254-014
1665.00,,1287254-015
1665.00,,1300235-010
1665.00,,1300235-011
1665.00,,1300235-012
1665.00,,1300235-013
1665.00,,1300235-014
1665.00,,1301600-009
1665.00,,1301600-010
1665.00,,1301600-011
1665.00,,1301600-012
1665.00,,1301600-013
1665.00,,1301600-014
1661.25,,1302763-010
1661.25,,1302763-011
1661.25,,1302763-012
1661.25,,1302763-013
1661.25,,1302763-014
1661.25,,1302763-015
1660.50,,1193224-010
1660.50,,1193224-011
1660.50,,1193224-012
1660.50,,1193224-013
1659.38,,1204151-012
1659.38,,1204151-013
1659.38,,1204151-014
1659.38,,1204151-016
1659.38,,1204151-017
1659.38,,1258146-011
1659.38,,1258146-012
1659.38,,1258146-013
1657.50,,1098278-010
1657.50,,1098278-011
1657.50,,1098278-012
1657.50,,1098278-013
1657.50,,1098278-014
1657.50,,1098278-015
1657.50,,1133197-011
1657.50,,1133197-012
1657.50,,1133197-013
1657.50,,1133197-014
1657.50,,1133197-015
1657.50,,1292098-010
1657.50,,1292098-011
1657.50,,1292098-012
1657.50,,1292098-013
1657.50,,1292098-014
1657.50,,1292098-015
1657.50,,1292098-016
1650.00,,1107040-005
1650.00,,1155036-009
1650.00,,1155036-010
1650.00,,1155036-011
1650.00,,1155036-012
1650.00,,1155036-013
1650.00,,1155036-014
1650.00,,1155036-015
1650.00,,1155050-009
1650.00,,1155050-010
1650.00,,1155050-011
1650.00,,1155050-012
1650.00,,1155050-013
1650.00,,1155050-014
1650.00,,1155050-015
1650.00,,1183542-009
1650.00,,1183542-010
1650.00,,1183542-011
1650.00,,1183542-012
1650.00,,1183542-013
1650.00,,1183542-014
1650.00,,1183542-015
1650.00,,1183557-009
1650.00,,1183557-010
1650.00,,1183557-011
1650.00,,1183557-012
1650.00,,1183557-013
1650.00,,1183557-014
1650.00,,1183557-015
1650.00,,1202939-009
1650.00,,1202939-010
1650.00,,1202939-011
1650.00,,1202939-012
1650.00,,1202939-013
1650.00,,1202939-014
1650.00,,1202939-015
1650.00,,1209767-005
1650.00,,1213119-005
1650.00,,1227830-005
1650.00,,1227832-005
1650.00,,1227833-005
1650.00,,1227834-005
1650.00,,1240813-010
1650.00,,1240813-011
1650.00,,1240813-012
1650.00,,1240813-013
1650.00,,1240813-014
1650.00,,1240813-015
1650.00,,1255349-009
